販売名,成分名,規格,判定,判定根拠,レビュー理由
イオメロン４００注５０ｍＬ,イオメプロール,８１．６５％５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン４００注１００ｍＬ,イオメプロール,８１．６５％１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３００注シリンジ５０ｍＬ,イオメプロール,６１．２４％５０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３００注シリンジ１００ｍＬ,イオメプロール,６１．２４％１００ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３５０注シリンジ５０ｍＬ,イオメプロール,７１．４４％５０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３５０注シリンジ１００ｍＬ,イオメプロール,７１．４４％１００ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３００注シリンジ７５ｍＬ,イオメプロール,６１．２４％７５ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３５０注シリンジ７５ｍＬ,イオメプロール,７１．４４％７５ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオメロン３５０注シリンジ１３５ｍＬ,イオメプロール,７１．４４％１３５ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注２０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％２０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注５０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注１００ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注２０ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％２０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注シリンジ１００ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％１００ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注シリンジ５０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％５０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３００注シリンジ８０ｍＬ「ＢＹＬ」,イオプロミド,６２．３４％８０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注シリンジ５０ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％５０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注シリンジ８０ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％８０ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注シリンジ１００ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％１００ｍＬ１筒,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注５０ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
イオプロミド３７０注１００ｍＬ「ＢＹＬ」,イオプロミド,７６．８９％１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ビジパーク２７０注２０ｍＬ,イオジキサノール,５４．９７％２０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ビジパーク２７０注５０ｍＬ,イオジキサノール,５４．９７％５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ビジパーク２７０注１００ｍＬ,イオジキサノール,５４．９７％１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ビジパーク３２０注５０ｍＬ,イオジキサノール,６５．１５％５０ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ビジパーク３２０注１００ｍＬ,イオジキサノール,６５．１５％１００ｍＬ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ＬＨ－ＲＨ注０．１ｍｇ「ニプロ」,ゴナドレリン酢酸塩,０．１ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ヒルトニン０．５ｍｇ注射液,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注射液０．５ｍｇ「サワイ」,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注０．５ｍｇ「ＮＰ」,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注射液０．５ｍｇ「ＳＷ」,プロチレリン酒石酸塩水和物,０．５ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ヒルトニン１ｍｇ注射液,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注射液１ｍｇ「サワイ」,プロチレリン酒石酸塩水和物,１ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ヒルトニン２ｍｇ注射液,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注射液２ｍｇ「サワイ」,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注２ｍｇ「ＮＰ」,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
プロチレリン酒石酸塩注射液２ｍｇ「ＳＷ」,プロチレリン酒石酸塩水和物,２ｍｇ１ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ＴＲＨ注０．５ｍｇ「ニプロ」,プロチレリン,０．５ｍｇ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
テリパラチド酢酸塩静注用１００「旭化成」,テリパラチド酢酸塩,１００酢酸テリパラチド単位１瓶,○,告示第十第一号 [テリパラチド製剤] マッチ規則:substring,自動substring一致（要確認）
アルギニン点滴静注３０ｇ「ＡＹ」,Ｌ－アルギニン塩酸塩,１０％３００ｍＬ１袋,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
アルギニン点滴静注３０ｇ「ＹＤ」,Ｌ－アルギニン塩酸塩,１０％３００ｍＬ１袋,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ヒトＣＲＨ静注用１００μｇ「ニプロ」,コルチコレリン（ヒト）,１００μｇ１瓶（溶解液付）,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
注射用ＧＨＲＰ科研１００,プラルモレリン塩酸塩,１００μｇ１瓶（溶解液付）,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
注射用ＧＨＲＰ科研１００,プラルモレリン塩酸塩,１００μｇ１瓶,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
ジアグノグリーン注射用２５ｍｇ,インドシアニングリーン,２５ｍｇ１瓶（溶解液付）,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
インジゴカルミン注射液,インジゴカルミン,０．４％５ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
パラアミノ馬尿酸ソーダ注射液１０％（ＡＦＰ）,パラアミノ馬尿酸ナトリウム,１０％２０ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
フェノールスルホンフタレイン注射液,フェノールスルホンフタレイン,０．６％１．３ｍＬ１管,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,UNMATCHED（×判定の妥当性確認）
