販売名,成分名,規格,YJコード,メーカー,先発後発,局方,薬価,院外処方可否,判定根拠,廃止経過措置,廃止区分,備考
ケイセントラ静注用５００,乾燥濃縮人プロトロンビン複合体,５００国際単位１瓶（溶解液付）,6343449D1024,ＣＳＬベーリング,先発品,,35571,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ケイセントラ静注用１０００,乾燥濃縮人プロトロンビン複合体,１，０００国際単位１瓶（溶解液付）,6343449D2020,ＣＳＬベーリング,先発品,,66306,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用５００,ロノクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343450D2023,ＣＳＬベーリング,先発品,,42005,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用１０００,ロノクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343450D3020,ＣＳＬベーリング,先発品,,77896,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用１５００,ロノクトコグ　アルファ（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,6343450D4026,ＣＳＬベーリング,先発品,,106526,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用２０００,ロノクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343450D5022,ＣＳＬベーリング,先発品,,144516,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用２５００,ロノクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,6343450D6029,ＣＳＬベーリング,先発品,,176238,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
エイフスチラ静注用３０００,ロノクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343450D7025,ＣＳＬベーリング,先発品,,207305,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヘムライブラ皮下注３０ｍｇ,エミシズマブ（遺伝子組換え）,３０ｍｇ１ｍＬ１瓶,6343451A1025,中外製薬,先発品,,294927,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
ヘムライブラ皮下注６０ｍｇ,エミシズマブ（遺伝子組換え）,６０ｍｇ０．４ｍＬ１瓶,6343451A2021,中外製薬,先発品,,543226,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
ヘムライブラ皮下注９０ｍｇ,エミシズマブ（遺伝子組換え）,９０ｍｇ０．６ｍＬ１瓶,6343451A3028,中外製薬,先発品,,776517,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
ヘムライブラ皮下注１０５ｍｇ,エミシズマブ（遺伝子組換え）,１０５ｍｇ０．７ｍＬ１瓶,6343451A4024,中外製薬,先発品,,889496,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
ヘムライブラ皮下注１５０ｍｇ,エミシズマブ（遺伝子組換え）,１５０ｍｇ１ｍＬ１瓶,6343451A5020,中外製薬,先発品,,1217985,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
ヘムライブラ皮下注１２ｍｇ,エミシズマブ（遺伝子組換え）,１２ｍｇ０．４ｍＬ１瓶,6343451A6027,中外製薬,先発品,,131539,○,告示第十第一号 [エミシズマブ製剤] マッチ規則:substring,,,
レフィキシア静注用５００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343452D1026,ノボ　ノルディスク　ファーマ,先発品,,216190,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
レフィキシア静注用１０００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343452D2022,ノボ　ノルディスク　ファーマ,先発品,,427027,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
レフィキシア静注用２０００,ノナコグ　ベータ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343452D3029,ノボ　ノルディスク　ファーマ,先発品,,845605,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジビイ静注用５００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343453D1020,バイエル薬品,先発品,,61858,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジビイ静注用１０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343453D2027,バイエル薬品,先発品,,132353,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジビイ静注用２０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343453D3023,バイエル薬品,先発品,,213110,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ジビイ静注用３０００,ダモクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343453D4020,バイエル薬品,先発品,,338385,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イスパロクト静注用５００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343454D1025,ノボ　ノルディスク　ファーマ,先発品,,60800,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イスパロクト静注用１０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343454D2021,ノボ　ノルディスク　ファーマ,先発品,,124632,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イスパロクト静注用１５００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,１，５００国際単位１瓶（溶解液付）,6343454D3028,ノボ　ノルディスク　ファーマ,先発品,,178507,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イスパロクト静注用２０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343454D4024,ノボ　ノルディスク　ファーマ,先発品,,230339,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
イスパロクト静注用３０００,ツロクトコグ　アルファ　ペゴル（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343454D5020,ノボ　ノルディスク　ファーマ,先発品,,303233,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ボンベンディ静注用１３００,ボニコグ　アルファ（遺伝子組換え）,１，３００国際単位１瓶（溶解液付）,6343455D1020,武田薬品工業,先発品,,146288,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
リンスパッド点滴静注用１０００ｍｇ,乾燥濃縮人α１－プロテイナーゼインヒビター,１，０００ｍｇ１瓶（溶解液付）,6343456D1024,オーファンパシフィック,先発品,,216054,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用２５０,シモクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343457D1029,藤本製薬,先発品,,22543,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用５００,シモクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343457D2025,藤本製薬,先発品,,41538,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用１０００,シモクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343457D3021,藤本製薬,先発品,,77700,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用２０００,シモクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343457D4028,藤本製薬,先発品,,144395,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用２５００,シモクトコグ　アルファ（遺伝子組換え）,２，５００国際単位１瓶（溶解液付）,6343457D5024,藤本製薬,先発品,,176210,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用３０００,シモクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343457D6020,藤本製薬,先発品,,207370,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
ヌーイック静注用４０００,シモクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,6343457D7027,藤本製薬,先発品,,268164,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
アレモ皮下注１５ｍｇ,コンシズマブ（遺伝子組換え）,１５ｍｇ１．５ｍＬ１キット,6343458G1020,ノボ　ノルディスク　ファーマ,先発品,,249546,○,告示第十第一号 [コンシズマブ製剤] マッチ規則:substring,,,
アレモ皮下注６０ｍｇ,コンシズマブ（遺伝子組換え）,６０ｍｇ１．５ｍＬ１キット,6343458G2026,ノボ　ノルディスク　ファーマ,先発品,,844727,○,告示第十第一号 [コンシズマブ製剤] マッチ規則:substring,,,
アレモ皮下注１５０ｍｇ,コンシズマブ（遺伝子組換え）,１５０ｍｇ１．５ｍＬ１キット,6343458G3022,ノボ　ノルディスク　ファーマ,先発品,,1893013,○,告示第十第一号 [コンシズマブ製剤] マッチ規則:substring,,,
オルツビーオ静注用２５０,エフアネソクトコグ　アルファ（遺伝子組換え）,２５０国際単位１瓶（溶解液付）,6343459D1028,サノフィ,先発品,,49543,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルツビーオ静注用５００,エフアネソクトコグ　アルファ（遺伝子組換え）,５００国際単位１瓶（溶解液付）,6343459D2024,サノフィ,先発品,,99085,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルツビーオ静注用１０００,エフアネソクトコグ　アルファ（遺伝子組換え）,１，０００国際単位１瓶（溶解液付）,6343459D3020,サノフィ,先発品,,198171,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルツビーオ静注用２０００,エフアネソクトコグ　アルファ（遺伝子組換え）,２，０００国際単位１瓶（溶解液付）,6343459D4027,サノフィ,先発品,,396341,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルツビーオ静注用３０００,エフアネソクトコグ　アルファ（遺伝子組換え）,３，０００国際単位１瓶（溶解液付）,6343459D5023,サノフィ,先発品,,594512,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
オルツビーオ静注用４０００,エフアネソクトコグ　アルファ（遺伝子組換え）,４，０００国際単位１瓶（溶解液付）,6343459D6020,サノフィ,先発品,,792683,×,告示第十第一号のどのカテゴリにも該当せず（院内処方のみ）,,,
